X,Y,Numero,Nom,MoyenTrans,Altitude,NumeroComm,NomCommune,y_Coord_Es,x_Coord_No
522850,158907,8501097,Pampigny-S?very,CheminFer,628,5494,Pampigny,522850.000000000000000,158907.000000000000000
506113,144621,8501058,La Joy-Clinique,CheminFer,668,5718,Genolier,506113.000000000000000,144621.000000000000000
557994,146482,8501266,Ch?teau-de-Blonay,CheminFer,605,5881,Blonay,557994.000000000000000,146482.000000000000000
534082,154287,8588983,"Renens VD, gare sud",Bus,413,5591,Renens (VD),534082.000000000000000,154287.000000000000000
537624,150966,8501184,Ouchy,Metro,377,5586,Lausanne,537624.000000000000000,150966.000000000000000
568478,122856,8530246,Foyer Dents-du-Midi,CheminFer,453,5402,Bex,568478.000000000000000,122856.000000000000000
510574,163988,8579141,"Les Bioux, ?cole",Bus,1023,5871,L'Abbaye,510574.000000000000000,163988.000000000000000
538119,155160,8593249,"Le Mont-sur-Lausanne, Rionzi",Bus,633,5587,Le Mont-sur-Lausanne,538119.000000000000000,155160.000000000000000
522214,172252,8570229,"Vaulion, Nidau",Bus,883,5765,Vaulion,522214.000000000000000,172252.000000000000000
566770,122497,8530523,La Ruaz,CheminFer,420,5402,Bex,566770.000000000000000,122497.000000000000000
530629,178100,8570245,"Valeyres-sous-Rances, crois?e",Bus,501,5763,Valeyres-sous-Rances,530629.000000000000000,178100.000000000000000
543200,171530,8570306,"Rueyres VD, Le Dejors",Bus,607,5534,Rueyres,543200.000000000000000,171530.000000000000000
539887,152731,8588432,"Lausanne, Chailly-Village",Bus,447,5586,Lausanne,539887.000000000000000,152731.000000000000000
579510,147385,8501388,Les Combes,CheminFer,990,5841,Ch?teau-d'Oex,579510.000000000000000,147385.000000000000000
554704,148140,8579181,"Jongny, Combette",Bus,662,5885,Jongny,554704.000000000000000,148140.000000000000000
528224,180752,8504296,Six-Fontaines,CheminFer,705,5745,Baulmes,528224.000000000000000,180752.000000000000000
504550,138350,8501969,"Signy, Le Glassey",Bus,470,5728,Signy-Avenex,504550.000000000000000,138350.000000000000000
570489,124092,8501490,Fontannaz-Seulaz,CheminFer,809,5402,Bex,570489.000000000000000,124092.000000000000000
513042,144212,8581660,"Gilly-Bursinel, gare sud",Bus,428,5852,Bursinel,513042.000000000000000,144212.000000000000000
513484,151373,8579219,"Gimel, Caf? de la Gare",Bus,710,5428,Gimel,513484.000000000000000,151373.000000000000000
552111,155976,8582200,"Les Tavernes, coll?ge",Bus,645,5805,Oron,552111.000000000000000,155976.000000000000000
526510,172166,8570148,"Croy-Romainm?tier, gare",Bus,642,5761,Romainm?tier-Envy,526510.000000000000000,172166.000000000000000
538146,182513,8570250,"Yverdon-les-Bains, Le Bey",Bus,435,5938,Yverdon-les-Bains,538146.000000000000000,182513.000000000000000
541285,155512,8591965,"Epalinges, centre",Bus,788,5584,Epalinges,541285.000000000000000,155512.000000000000000
538381,182282,8530263,Yverdon William Barbey,CheminFer,435,5938,Yverdon-les-Bains,538381.000000000000000,182282.000000000000000
533123,160639,8570068,"Sullens, Auberge",Bus,590,5501,Sullens,533123.000000000000000,160639.000000000000000
545245,154538,8592228,"Savigny, ancienne poste",Bus,822,5611,Savigny,545245.000000000000000,154538.000000000000000
539500,165607,8580485,"Echallens, coll?ge/parc",Bus,646,5518,Echallens,539500.000000000000000,165607.000000000000000
539274,180402,8594046,"Yverdon-les-Bains, cimeti?re",Bus,434,5938,Yverdon-les-Bains,539274.000000000000000,180402.000000000000000
540728,152702,8592177,"Pully, Daillettes",Bus,588,5590,Pully,540728.000000000000000,152702.000000000000000
538112,188694,8507968,"Villars-Burquin, pl. fontaine",Bus,739,5571,T?venon,538112.000000000000000,188694.000000000000000
554938,146909,8593994,"Vevey, Gilamont",Bus,416,5890,Vevey,554938.000000000000000,146909.000000000000000
538917,174159,8583030,"Essertines-s.-Yv., Gde Salle",Bus,602,5520,Essertines-sur-Yverdon,538917.000000000000000,174159.000000000000000
526445,151356,8501090,Pr?lionne,CheminFer,415,5642,Morges,526445.000000000000000,151356.000000000000000
547314,182924,8570385,"Yvonand, dessus-du-village",Bus,440,5939,Yvonand,547314.000000000000000,182924.000000000000000
540934,180817,8594020,"Yverdon, Grands Champs",Bus,502,5938,Yverdon-les-Bains,540934.000000000000000,180817.000000000000000
529172,152807,8592253,"Lonay, Levant",Bus,389,5638,Lonay,529172.000000000000000,152807.000000000000000
509401,149895,8501853,"Longirod, village",Bus,888,5429,Longirod,509401.000000000000000,149895.000000000000000
561406,129860,8581050,"Aigle, La M?l?e",Bus,385,5401,Aigle,561406.000000000000000,129860.000000000000000
576646,141597,8501700,Bains-de-l'Etivaz,Bus,1208,5841,Ch?teau-d'Oex,576646.000000000000000,141597.000000000000000
563250,131000,8570602,"Yvorne, anc. poste",Bus,441,5415,Yvorne,563250.000000000000000,131000.000000000000000
569799,191747,8583517,"Avenches, Joli-Val",Bus,450,5451,Avenches,569799.000000000000000,191747.000000000000000
578600,133273,8571280,"Les Diablerets, Les Rochers",Bus,1199,5411,Ormont-Dessus,578600.000000000000000,133273.000000000000000
569532,192053,8583518,"Avenches, Montmezard",Bus,480,5451,Avenches,569532.000000000000000,192053.000000000000000
522615,147858,8589256,"Etoy, En Pallatex",Bus,412,5636,Etoy,522615.000000000000000,147858.000000000000000
541419,155536,8504174,"Epalinges, coll?ge",Bus,785,5584,Epalinges,541419.000000000000000,155536.000000000000000
537541,152306,8592134,"Lausanne, Villard",Bus,462,5586,Lausanne,537541.000000000000000,152306.000000000000000
528825,157750,8570093,"Aclens, coll?ge",Bus,450,5621,Aclens,528825.000000000000000,157750.000000000000000
511825,145199,8570059,"Bursins, village",Bus,469,5853,Bursins,511825.000000000000000,145199.000000000000000
519550,150350,8570049,"Aubonne, Sermaret",Bus,464,5435,Saint-Livres,519550.000000000000000,150350.000000000000000
547918,165904,8570345,"Hermenches, village",Bus,674,5673,Hermenches,547918.000000000000000,165904.000000000000000
569226,127454,8579129,"Chesi?res, La Palette",Bus,1132,5409,Ollon,569226.000000000000000,127454.000000000000000
538300,153000,8504176,"Lausanne, Tunnel",Bus,512,5586,Lausanne,538300.000000000000000,153000.000000000000000
529363,167872,8583359,"La Sarraz, coll?ge Gu?bettes",Bus,478,5498,La Sarraz,529363.000000000000000,167872.000000000000000
524692,148306,8589258,"St-Prex, Motty",Bus,393,5646,Saint-Prex,524692.000000000000000,148306.000000000000000
543175,167749,8570220,"Naz, laiterie",Bus,671,5540,Montilliez,543175.000000000000000,167749.000000000000000
532936,153704,8591960,"Ecublens VD, Veilloud",Bus,398,5635,Ecublens (VD),532936.000000000000000,153704.000000000000000
581981,130628,8501354,Glacier-des-Diablerets,Telepherique,2944,5411,Ormont-Dessus,581981.000000000000000,130628.000000000000000
507167,138614,8593873,"Nyon, Bel Automne",Bus,425,5724,Nyon,507167.000000000000000,138614.000000000000000
539217,154621,8592054,"Lausanne, Grand Vennes",Bus,650,5586,Lausanne,539217.000000000000000,154621.000000000000000
540203,153643,8592025,"Lausanne, Craivavers",Bus,644,5586,Lausanne,540203.000000000000000,153643.000000000000000
566775,132335,8595105,"Leysin, Vermont (gare)",Bus,1329,5407,Leysin,566775.000000000000000,132335.000000000000000
556300,148500,8579170,"Fenil-sur-Corsier, vieille rte",Bus,573,5884,Corsier-sur-Vevey,556300.000000000000000,148500.000000000000000
539123,151908,8591981,"Lausanne, avenue du L?man",Bus,484,5586,Lausanne,539123.000000000000000,151908.000000000000000
558908,143324,8593943,"Montreux, Vernex",Bus,382,5886,Montreux,558908.000000000000000,143324.000000000000000
559563,142247,8593924,"Montreux, casino",Bus,383,5886,Montreux,559563.000000000000000,142247.000000000000000
553850,158094,8577681,"Oron-le-Ch?tel, gare",Bus,699,5805,Oron,553850.000000000000000,158094.000000000000000
554778,145238,8501247,Vevey-La Tour,Bateau,373,5890,Vevey,554778.000000000000000,145238.000000000000000
535129,154615,8592212,"Renens VD, Follieu",Bus,462,5591,Renens (VD),535129.000000000000000,154615.000000000000000
511682,142036,8583430,"Gland, Ligni?re-Dullive",Bus,389,5721,Gland,511682.000000000000000,142036.000000000000000
528950,155950,8581054,"Romanel-sur-Morges, Pra-Vuatte",Bus,437,5645,Romanel-sur-Morges,528950.000000000000000,155950.000000000000000
576530,147128,8570618,"Ch?teau-d'Oex, gare",Bus,967,5841,Ch?teau-d'Oex,576530.000000000000000,147128.000000000000000
568883,133612,8570627,"Cergnat, Les Noisetiers",Bus,1121,5410,Ormont-Dessous,568883.000000000000000,133612.000000000000000
504052,130058,8501316,Coppet CGN,Bateau,373,5712,Coppet,504052.000000000000000,130058.000000000000000
548455,180164,8570392,"Ch?ne-P?quier, La Cure",Bus,637,5908,Ch?ne-P?quier,548455.000000000000000,180164.000000000000000
535800,181100,8579301,"Chamblon, casernes",Bus,532,5904,Chamblon,535800.000000000000000,181100.000000000000000
551982,177635,8504153,"Combremont-le-Petit, poste",Bus,668,5831,Valbroye,551982.000000000000000,177635.000000000000000
551911,146862,8579154,"Corseaux, Gonelles",Bus,398,5882,Chardonne,551911.000000000000000,146862.000000000000000
554756,147457,8579172,"Corsier-sur-Vevey, Champ-Ban",Bus,520,5884,Corsier-sur-Vevey,554756.000000000000000,147457.000000000000000
546391,174050,8507665,"Correvon, village",Bus,750,5693,Montanaire,546391.000000000000000,174050.000000000000000
524924,172115,8570226,"Romainm?tier, Le Nid",Bus,697,5761,Romainm?tier-Envy,524924.000000000000000,172115.000000000000000
570981,198699,8570511,"Gu?vaux, crois?e",Bus,440,5464,Vully-les-Lacs,570981.000000000000000,198699.000000000000000
545371,148830,8501124,Cully,Bus_CheminFer,391,5613,Bourg-en-Lavaux,545371.000000000000000,148830.000000000000000
510093,141630,8501031,Gland,CheminFer,415,5721,Gland,510093.000000000000000,141630.000000000000000
568249,123822,8570643,"Fenalet-sur-Bex, Les Luisances",Bus,514,5402,Bex,568249.000000000000000,123822.000000000000000
571384,131192,8530053,Petit-Chamossaire,Telepherique,2031,5409,Ollon,571384.000000000000000,131192.000000000000000
507877,137813,8593890,"Nyon, Mafroi",Bus,399,5724,Nyon,507877.000000000000000,137813.000000000000000
529656,172286,8501107,Arnex,Bus_CheminFer,553,5743,Arnex-sur-Orbe,529656.000000000000000,172286.000000000000000
528054,152260,8592268,"Morges, Grosse-Pierre",Bus,380,5642,Morges,528054.000000000000000,152260.000000000000000
560800,137243,8595184,"Villeneuve VD, rte des Paquays",Bus,375,5414,Villeneuve (VD),560800.000000000000000,137243.000000000000000
566890,132180,8595100,"Leysin, coll?ge",Bus,1261,5407,Leysin,566890.000000000000000,132180.000000000000000
536302,152226,8592080,"Lausanne, Montoie",Bus,407,5586,Lausanne,536302.000000000000000,152226.000000000000000
546850,160175,8570429,"Corcelles-le-Jorat, Halte TL",Bus,781,5785,Corcelles-le-Jorat,546850.000000000000000,160175.000000000000000
535392,153045,8592215,"Renens VD, Longemalle",Bus,431,5591,Renens (VD),535392.000000000000000,153045.000000000000000
546700,167344,8570348,"Sottens, crois?e",Bus,754,5804,Jorat-Menthue,546700.000000000000000,167344.000000000000000
540094,152407,8593840,"Lausanne, Rosi?re",Bus,539,5586,Lausanne,540094.000000000000000,152407.000000000000000
555864,145262,8593971,"La Tour-de-Peilz, Vassin",Bus,409,5889,La Tour-de-Peilz,555864.000000000000000,145262.000000000000000
547753,182937,8570386,"Yvonand, Sur Priales",Bus,463,5939,Yvonand,547753.000000000000000,182937.000000000000000
536517,154484,8592187,"Prilly, Mont-Goulin",Bus,535,5589,Prilly,536517.000000000000000,154484.000000000000000
536367,172785,8570197,"Corcelles-sur-Chav., Longeraie",Bus,589,5751,Corcelles-sur-Chavornay,536367.000000000000000,172785.000000000000000
540508,151739,8588447,"Pully, av. de Rochettaz",Bus,422,5590,Pully,540508.000000000000000,151739.000000000000000
557864,145986,8593906,"Blonay, Champ Dodoz",Bus,577,5881,Blonay,557864.000000000000000,145986.000000000000000
559385,143980,8501375,Chernex,CheminFer,600,5886,Montreux,559385.000000000000000,143980.000000000000000
518757,173952,8579912,"Vallorbe, place de la Libert?",Bus,761,5764,Vallorbe,518757.000000000000000,173952.000000000000000
512260,142986,8500730,"Dully, Bourg d'Amont",Bus,423,5855,Dully,512260.000000000000000,142986.000000000000000
559713,147678,8501287,Lally,CheminFer,1235,5881,Blonay,559713.000000000000000,147678.000000000000000
569885,146280,8501391,La Tine,CheminFer,849,5842,Rossini?re,569885.000000000000000,146280.000000000000000
536117,167767,8570190,"Goumoens-la-Ville, centre",Bus,616,5541,Goumo?ns,536117.000000000000000,167767.000000000000000
539921,181037,8582051,"Yverdon-les-Bains, 14 Avril",Bus,434,5938,Yverdon-les-Bains,539921.000000000000000,181037.000000000000000
551223,169025,8570338,"Moudon, L'Ochette",Bus,517,5678,Moudon,551223.000000000000000,169025.000000000000000
568419,126862,8579131,"Hu?moz, Bellevue",Bus,1035,5409,Ollon,568419.000000000000000,126862.000000000000000
501145,133451,8579319,"Chavannes-de-Bogis, douane",Bus,470,5707,Chavannes-de-Bogis,501145.000000000000000,133451.000000000000000
556625,155525,8570443,"Maracon, bif.",Bus,824,5790,Maracon,556625.000000000000000,155525.000000000000000
540789,151460,8593850,"Pully, Caudoz",Bus,449,5590,Pully,540789.000000000000000,151460.000000000000000
523596,147788,8589257,"St-Prex, Scierie",Bus,401,5646,Saint-Prex,523596.000000000000000,147788.000000000000000
550179,168302,8570342,"Moudon, Belflori",Bus,566,5678,Moudon,550179.000000000000000,168302.000000000000000
534935,155074,8592203,"Renens VD, Baumettes",Bus,467,5591,Renens (VD),534935.000000000000000,155074.000000000000000
531846,151495,8588156,"St-Sulpice VD, Laviau",Bus,397,5648,Saint-Sulpice (VD),531846.000000000000000,151495.000000000000000
527025,154975,8570099,"St-Saphorin-sur-Morges, Pav?",Bus,504,5634,Echichens,527025.000000000000000,154975.000000000000000
571678,125817,8587098,"La Barboleuse, gare",Bus,1210,5405,Gryon,571678.000000000000000,125817.000000000000000
526795,155523,8570101,"St-Saphorin-sur-Morges, Cornu",Bus,521,5634,Echichens,526795.000000000000000,155523.000000000000000
524706,148496,8589252,"St-Prex, Penguey",Bus,388,5646,Saint-Prex,524706.000000000000000,148496.000000000000000
533375,152075,8592227,"St-Sulpice VD, P?queret",Bus,390,5648,Saint-Sulpice (VD),533375.000000000000000,152075.000000000000000
539634,153061,8579255,"Lausanne, Pont-de-Chailly",Bus,616,5586,Lausanne,539634.000000000000000,153061.000000000000000
530450,186545,8504270,"Ste-Croix, Ma Retraite",Bus,1151,5568,Sainte-Croix,530450.000000000000000,186545.000000000000000
528437,185816,8571788,"Ste-Croix, gare",Bus,1070,5568,Sainte-Croix,528437.000000000000000,185816.000000000000000
556044,148206,8579169,"Fenil-sur-Corsier,zone indust.",Bus,552,5884,Corsier-sur-Vevey,556044.000000000000000,148206.000000000000000
530301,161861,8581114,"Penthalaz, Verney",Bus,441,5495,Penthalaz,530301.000000000000000,161861.000000000000000
523319,154928,8570078,"Reverolle, village",Bus,582,5644,Reverolle,523319.000000000000000,154928.000000000000000
521750,149175,8577555,"Etoy, Roman?che",Bus,461,5636,Etoy,521750.000000000000000,149175.000000000000000
531166,151901,8592241,"Denges, Sur les Moulins",Bus,385,5632,Denges,531166.000000000000000,151901.000000000000000
558531,157235,8570445,"La Roug?ve, village",Bus,829,2336,Semsales,558531.000000000000000,157235.000000000000000
555228,145268,8593949,"La Tour-de-Peilz, Alpes",Bus,382,5889,La Tour-de-Peilz,555228.000000000000000,145268.000000000000000
549790,178643,8570390,La Gait? (Champtauroz),Bus,690,5812,Champtauroz,549790.000000000000000,178643.000000000000000
574991,141795,8501344,"La L?cherette,cont.de la Borne",Bus,1340,5841,Ch?teau-d'Oex,574991.000000000000000,141795.000000000000000
522762,169157,8570152,"La Praz, La Scie",Bus,869,5758,La Praz,522762.000000000000000,169157.000000000000000
572894,136832,8570620,"La Comballaz, Les Vo?ttes",Bus,1363,5410,Ormont-Dessous,572894.000000000000000,136832.000000000000000
561313,177572,8504981,"S?deilles, village",Bus,687,5830,Villarzel,561313.000000000000000,177572.000000000000000
538822,159648,8591941,"Cugy VD, Cugy",Bus,700,5516,Cugy (VD),538822.000000000000000,159648.000000000000000
559391,143971,8570579,"Chernex, gare",Bus,603,5886,Montreux,559391.000000000000000,143971.000000000000000
539424,179141,8579760,"Yverdon, Zone industrielle sud",Bus,440,5938,Yverdon-les-Bains,539424.000000000000000,179141.000000000000000
558404,145966,8579212,"Blonay, Borjaux",Bus,623,5881,Blonay,558404.000000000000000,145966.000000000000000
527991,153293,8504652,"Echichens, village",Bus,470,5634,Echichens,527991.000000000000000,153293.000000000000000
545010,149761,8582780,"Grandvaux, gare",Bus,564,5613,Bourg-en-Lavaux,545010.000000000000000,149761.000000000000000
539504,184250,8570252,"Grandson, gare",Bus,437,5561,Grandson,539504.000000000000000,184250.000000000000000
532489,155231,8515312,Bussigny Est (bif),CheminFer,410,5624,Bussigny,532489.000000000000000,155231.000000000000000
534248,179579,8507962,"Susc?vaz, village",Bus,445,5930,Susc?vaz,534248.000000000000000,179579.000000000000000
526696,150344,8589250,"Tolochenaz,cimeti?re de Morges",Bus,381,5649,Tolochenaz,526696.000000000000000,150344.000000000000000
555953,158389,8570451,"Bussigny-sur-Oron, crois?e",Bus,831,5805,Oron,555953.000000000000000,158389.000000000000000
520035,175534,8579092,"Vallorbe, Les Pontets",Bus,802,5764,Vallorbe,520035.000000000000000,175534.000000000000000
519020,174160,8579911,"Vallorbe, coll?ge",Bus,770,5764,Vallorbe,519020.000000000000000,174160.000000000000000
538835,159665,8573634,"Cugy VD, village",Bus,698,5516,Cugy (VD),538835.000000000000000,159665.000000000000000
509273,146897,8501852,"Burtigny, village",Bus,738,5854,Burtigny,509273.000000000000000,146897.000000000000000
567904,121894,8579970,"Bex, R?sidence",Bus,447,5402,Bex,567904.000000000000000,121894.000000000000000
537301,189739,8581510,"Mauborget, anc. poste",Bus,1174,5562,Mauborget,537301.000000000000000,189739.000000000000000
555835,157770,8579741,"Bussigny-sur-Oron, coll?ge",Bus,771,5805,Oron,555835.000000000000000,157770.000000000000000
529665,171927,8576379,"Arnex, poste",Bus,545,5743,Arnex-sur-Orbe,529665.000000000000000,171927.000000000000000
514054,151493,8501872,"Gimel, Le Prunier",Bus,693,5428,Gimel,514054.000000000000000,151493.000000000000000
527669,187579,8571782,"La Vraconnaz, Noirvaux-Dessus",Bus,1028,5568,Sainte-Croix,527669.000000000000000,187579.000000000000000
537151,153864,8591998,"Lausanne, Boisy",Bus,570,5586,Lausanne,537151.000000000000000,153864.000000000000000
541045,156245,8591962,"Epalinges, Ball?gue",Bus,812,5584,Epalinges,541045.000000000000000,156245.000000000000000
521988,175858,8579906,"Ballaigues, Maillefer",Bus,862,5744,Ballaigues,521988.000000000000000,175858.000000000000000
547890,172946,8581943,"Thierrens, gare routi?re",Bus,771,5693,Montanaire,547890.000000000000000,172946.000000000000000
522825,156921,8501084,Le Man?ge,CheminFer,626,5421,Apples,522825.000000000000000,156921.000000000000000
544070,181315,8507683,"Cuarny, La Grande-Moille",Bus,522,5911,Cuarny,544070.000000000000000,181315.000000000000000
554780,145375,8593985,"Vevey, Clara-Haskil",Bus,374,5890,Vevey,554780.000000000000000,145375.000000000000000
532938,155778,8591931,"Bussigny VD, En Buy?re",Bus,426,5624,Bussigny,532938.000000000000000,155778.000000000000000
539446,151882,8591999,"Lausanne, Bonne-Esp?rance",Bus,483,5586,Lausanne,539446.000000000000000,151882.000000000000000
537723,154897,8595005,"Le Mont-sur-Lausanne,Maillefer",Bus,592,5587,Le Mont-sur-Lausanne,537723.000000000000000,154897.000000000000000
528220,151923,8592260,"Morges, Blancherie",Bus,374,5642,Morges,528220.000000000000000,151923.000000000000000
547368,178941,8507689,"Molondin, village",Bus,615,5921,Molondin,547368.000000000000000,178941.000000000000000
559125,145730,8587596,Chantemerle-pr?s-Blonay,CheminFer,660,5881,Blonay,559125.000000000000000,145730.000000000000000
525949,150196,8592283,"Tolochenaz, Les Saux",Bus,395,5649,Tolochenaz,525949.000000000000000,150196.000000000000000
565708,127377,8570607,"Ollon VD, poste",Bus,469,5409,Ollon,565708.000000000000000,127377.000000000000000
567344,122005,8575219,"Bex, Servanne",Bus,428,5402,Bex,567344.000000000000000,122005.000000000000000
526220,151214,8570082,"Tolochenaz, La Plantaz",Bus,420,5649,Tolochenaz,526220.000000000000000,151214.000000000000000
530565,175188,8581116,"Orbe, gare",Bus,473,5757,Orbe,530565.000000000000000,175188.000000000000000
558691,144569,8501383,Planchamp,CheminFer,527,5886,Montreux,558691.000000000000000,144569.000000000000000
539460,170841,8507971,"Vuarrens, poste",Bus,677,5539,Vuarrens,539460.000000000000000,170841.000000000000000
539260,152033,8592083,"Lausanne, Mousquines",Bus,514,5586,Lausanne,539260.000000000000000,152033.000000000000000
512242,145781,8500738,"Gilly, village",Bus,483,5857,Gilly,512242.000000000000000,145781.000000000000000
567683,122203,8582712,"Bex, route de Gryon",Bus,433,5402,Bex,567683.000000000000000,122203.000000000000000
544432,166141,8570219,"Chardonney, village",Bus,767,5804,Jorat-Menthue,544432.000000000000000,166141.000000000000000
532675,156402,8581916,"Bussigny VD, Cond?mine",Bus,468,5624,Bussigny,532675.000000000000000,156402.000000000000000
538440,181230,8579296,"Yverdon-les-Bains, Romand",Bus,434,5938,Yverdon-les-Bains,538440.000000000000000,181230.000000000000000
531996,155800,8581918,"Bussigny VD,ch.du Grand-Record",Bus,415,5624,Bussigny,531996.000000000000000,155800.000000000000000
526535,172172,8501106,Croy-Romainm?tier,Bus_CheminFer,642,5761,Romainm?tier-Envy,526535.000000000000000,172172.000000000000000
567603,125642,8504688,"Ollon VD, bif. Forchex",Bus,738,5409,Ollon,567603.000000000000000,125642.000000000000000
535799,174949,8579734,"Suchy, village",Bus,581,5929,Suchy,535799.000000000000000,174949.000000000000000
572785,133836,8501475,Les Echenards,CheminFer,1131,5410,Ormont-Dessous,572785.000000000000000,133836.000000000000000
536350,160440,8587727,Les Ripes,CheminFer,623,5521,Etagni?res,536350.000000000000000,160440.000000000000000
566727,132777,8501483,Leysin-Grand-H?tel,CheminFer,1450,5407,Leysin,566727.000000000000000,132777.000000000000000
566694,132078,8501481,Leysin-Village,CheminFer,1268,5407,Leysin,566694.000000000000000,132078.000000000000000
559402,148141,8501288,Les Pl?iades,CheminFer,1348,5881,Blonay,559402.000000000000000,148141.000000000000000
556473,146736,8501280,St-L?gier-Gare,CheminFer,533,5888,Saint-L?gier-La Chi?saz,556473.000000000000000,146736.000000000000000
554386,173125,8504121,Lucens,CheminFer,439,5675,Lucens,554386.000000000000000,173125.000000000000000
559350,145200,8587595,Chaulin-Cornaux,CheminFer,710,5886,Montreux,559350.000000000000000,145200.000000000000000
519729,171330,8580862,"Vaulion, centre",Bus,932,5765,Vaulion,519729.000000000000000,171330.000000000000000
562500,191200,8577641,Ressudens,Bus,448,5817,Grandcour,562500.000000000000000,191200.000000000000000
563890,129585,8517500,Aigle-Place-du-March? (DIAB),CheminFer,417,5401,Aigle,563890.000000000000000,129585.000000000000000
538442,151585,8592062,"Lausanne, Jurigoz",Bus,438,5586,Lausanne,538442.000000000000000,151585.000000000000000
542225,174950,8507698,"Orzens, village",Bus,623,5925,Orzens,542225.000000000000000,174950.000000000000000
550264,178992,8570389,"Champtauroz, ?glise",Bus,692,5812,Champtauroz,550264.000000000000000,178992.000000000000000
559575,142860,8501353,Montreux MVR-mtgn,CheminFerCremaillere,396,5886,Montreux,559575.000000000000000,142860.000000000000000
511130,141520,8581928,"Gland, Riant-Coteau",Bus,393,5721,Gland,511130.000000000000000,141520.000000000000000
551319,168734,8504120,Moudon,CheminFer,510,5678,Moudon,551319.000000000000000,168734.000000000000000
510300,141171,8594161,"Gland, Mont Blanc sud",Bus,407,5721,Gland,510300.000000000000000,141171.000000000000000
544131,150748,8588453,"Villette (Lavaux), Pra Forni",Bus,387,5613,Bourg-en-Lavaux,544131.000000000000000,150748.000000000000000
560397,141798,8530673,Territet (funi),Funiculaire,388,5886,Montreux,560397.000000000000000,141798.000000000000000
564024,125371,8501401,St-Triphon,CheminFer,405,5409,Ollon,564024.000000000000000,125371.000000000000000
566391,134396,8530942,Berneuse (A?),Telepherique,2031,5407,Leysin,566391.000000000000000,134396.000000000000000
514934,152011,8570125,"Saubraz, village",Bus,685,5437,Saubraz,514934.000000000000000,152011.000000000000000
541826,152603,8593792,"Belmont-s.-L., Courtillet",Bus,643,5581,Belmont-sur-Lausanne,541826.000000000000000,152603.000000000000000
538436,181205,8595068,"Yverdon-les-Bains, rue d'Orbe",Bus,434,5938,Yverdon-les-Bains,538436.000000000000000,181205.000000000000000
546039,154719,8592232,"Savigny, Palaz",Bus,814,5611,Savigny,546039.000000000000000,154719.000000000000000
542879,187092,8504202,Onnens-Bonvillars,CheminFer,435,5565,Onnens (VD),542879.000000000000000,187092.000000000000000
553363,168599,8577648,"Chavannes-sur-Moudon, Burinaux",Bus,715,5665,Chavannes-sur-Moudon,553363.000000000000000,168599.000000000000000
539057,182092,8504558,Yverdon-les-Bains LNM,Bateau,430,5938,Yverdon-les-Bains,539057.000000000000000,182092.000000000000000
567195,126083,8504687,"Antagnes, Gluti?res",Bus,698,5409,Ollon,567195.000000000000000,126083.000000000000000
569966,194633,8580759,"Avenches, Lacotel",Bus,434,5451,Avenches,569966.000000000000000,194633.000000000000000
529107,174644,8507650,"Agiez, Vers-le-Pont",Bus,507,5742,Agiez,529107.000000000000000,174644.000000000000000
537110,151830,8592005,"Lausanne, C?dres",Bus,413,5586,Lausanne,537110.000000000000000,151830.000000000000000
537244,152787,8592041,"Lausanne, EPSIC",Bus,469,5586,Lausanne,537244.000000000000000,152787.000000000000000
538569,152150,8592051,"Lausanne, Georgette",Bus,480,5586,Lausanne,538569.000000000000000,152150.000000000000000
541690,151962,8593801,"Belmont-sur-Lausanne, Coch?ne",Bus,545,5581,Belmont-sur-Lausanne,541690.000000000000000,151962.000000000000000
560725,147875,8570570,Bains-de-l'Alliaz,Bus,1044,5881,Blonay,560725.000000000000000,147875.000000000000000
542142,156482,8504171,"Lausanne, En Marin",Bus,833,5586,Lausanne,542142.000000000000000,156482.000000000000000
538118,151378,8592039,"Lausanne, Elys?e",Bus,417,5586,Lausanne,538118.000000000000000,151378.000000000000000
553496,147486,8501253,Chardonne-Jongny,Funiculaire,592,5882,Chardonne,553496.000000000000000,147486.000000000000000
541117,155439,8591966,"Epalinges, Croix-Blanche",Bus,787,5584,Epalinges,541117.000000000000000,155439.000000000000000
566151,127489,8570608,"Ollon VD, Le Moulin",Bus,525,5409,Ollon,566151.000000000000000,127489.000000000000000
505436,159343,8595466,"Le Brassus, Marchairuz",Bus,1054,5872,Le Chenit,505436.000000000000000,159343.000000000000000
568575,123097,8570646,Le B?vieux,Bus,484,5402,Bex,568575.000000000000000,123097.000000000000000
506103,160087,8570024,"Le Brassus, gare",Bus,1020,5872,Le Chenit,506103.000000000000000,160087.000000000000000
527498,151525,8501037,Morges,CheminFer,381,5642,Morges,527498.000000000000000,151525.000000000000000
528588,152301,8501047,Morges-St-Jean,CheminFer,380,5642,Morges,528588.000000000000000,152301.000000000000000
534899,153437,8592210,"Renens VD, Ch?ne",Bus,419,5591,Renens (VD),534899.000000000000000,153437.000000000000000
502047,132687,8587707,"Chavannes-de-B., Champs-Blancs",Bus,473,5707,Chavannes-de-Bogis,502047.000000000000000,132687.000000000000000
520212,147687,8501035,Allaman,CheminFer,422,5851,Allaman,520212.000000000000000,147687.000000000000000
555112,158528,8570450,Chesalles-sur-Oron,Bus,787,5805,Oron,555112.000000000000000,158528.000000000000000
506878,147465,8582135,"Bassins, Siaux",Bus,825,5703,Bassins,506878.000000000000000,147465.000000000000000
